"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
0.7031872509960153,0.11583421891604707,0.11764705882352941,0.4219849742981416,0.4228739913097455,0.20000560553827182,0.39878309488570957,0.22797616584598832,0.303505964923856
0.20517928286852488,0.5770456960680125,0.37254901960784315,0.09025965467246606,0.09792054624456858,0.042293786260825694,0.09521460286137148,0.27525137584309184,0.4379384002540196
0.7310756972111548,0.2497343251859724,0.49019607843137253,0.06845920653749835,0.0771260086902545,0.0372488018161944,0.07268541358329222,0.1530944400766886,0.11422839493445387
0.6414342629482075,0.14771519659936239,0.39215686274509803,0.0679056280479768,0.05617628801986344,0.03374534039631156,0.057391876336128925,0.3962221210741921,0.5705151731333067
0.7001992031872517,0.19872476089266702,0.23529411764705882,0.0535125873204165,0.053848541278708875,0.02900866055662995,0.05640519651373129,0.26132053350988266,0.21670219916618902
0.7091633466135454,0.022316684378321017,0.39215686274509803,0.05398708316857783,0.09419615145872129,0.03161523585302279,0.09028120374938332,0.13641191155984056,0.3092791369932495
0.34860557768924333,0.5324123273113704,0.8627450980392157,0.009173586397785686,0.00946617008069522,0.005157095210067547,0.010195691498108863,0.14440490475993434,0.5360823254337096
0.5866533864541837,0.1753453772582357,0.37254901960784315,0.15790167391590879,0.28227808814400995,0.13517755542475965,0.2682124650550896,0.15336340188411193,0.4505156679766269
0.2310756972111549,0.5100956429330502,0.47058823529411764,0.14240147620930538,0.1404407200496586,0.06544465932341154,0.1450419338924519,0.38329126494806964,0.9006169046725581
0.4233067729083669,0.7258235919234852,0.17647058823529413,0.061236325293264796,0.06346989447548107,0.02839205134673057,0.061174148988653185,0.27729962345346965,0.21092902709679548
0.2420318725099596,0.43251859723698177,0.5490196078431373,0.09840516673256887,0.12523277467411545,0.05241178284144735,0.12432165762210162,0.18305954400628957,0.49237116547973
0.713147410358566,0.092454835281615,0.29411764705882354,0.07984710689337024,0.08581626319056487,0.03637994338406345,0.08501891136326262,0.24746555219928,0.5795873006709251
0.6414342629482075,0.1381509032943681,0.5490196078431373,0.0413338605509424,0.07464307883302297,0.051739118248829846,0.07054760730143068,0.14871519013530846,0.30412451907414817
0.30577689243027845,0.6482465462274175,0.45098039215686275,0.09112956372742849,0.08876474239602732,0.03736091258163065,0.0892945239269857,0.30111308809533666,0.3529902969472291
0.3017928286852593,0.6461211477151961,0.6274509803921569,0.023619348886252802,0.029329608938547486,0.013088931864682306,0.0328893274132544,0.15101860663990843,0.2748462892936524
0.22609561752988025,0.5356004250797022,0.29411764705882354,0.08822986687755371,0.08426443202979515,0.05605538271812551,0.08008551225127446,0.37982234727796854,0.45670120947954856
0.5956175298804776,0.17428267800212538,0.803921568627451,0.02999868195597733,0.046399751707014276,0.017937722469800164,0.04127610590363427,0.19971448669673522,0.3369078890396328
0.18824701195219143,0.5494155154091391,0.9411764705882353,0.04505074469487281,0.053848541278708875,0.031811429692536225,0.053280710409472125,0.16379774072081763,0.43298996705168225
0.29482071713147373,0.6471838469713073,0.6470588235294118,0.03226571767497034,0.027777777777777776,0.00997785812382634,0.027298141753001152,0.2280589233251955,0.27917616834569753
0.3027888446215134,0.5600425079702446,0.6862745098039216,0.0074337682878608145,0.008069522036002483,0.0035595168026009696,0.007564545305048511,0.18227334795382133,0.33855736677374526
0.2898406374501991,0.6386822529224225,0.8823529411764706,0.044708053248978516,0.059279950341402855,0.02026402085260237,0.06331195527051472,0.17118384574005874,0.1690735295936924
0.7231075697211152,0.015940488841657652,0.3333333333333333,0.04331092658494794,0.06657355679702048,0.034137728075338436,0.06725867456010524,0.057033696086950525,0.1917538484377384
0.5946215139442235,0.17428267800212538,0.5098039215686274,0.1273757743508633,0.23680943513345748,0.10773844558423723,0.2353231376418352,0.11344671107984716,0.30989769114354165
0.1713147410358566,0.6036131774707755,0.6470588235294118,0.02309213127718466,0.024674115456238363,0.010342218111494156,0.027298141753001152,0.24425869988000162,0.44762908194193013
0.1912350597609551,0.5557917109458026,1.0,0.06621853169895875,0.11297330850403477,0.03993946018666442,0.0980101956914981,0.13088095336616046,0.8195863109842846
0.7091633466135454,0.05844845908607907,0.11764705882352941,0.1401871622512192,0.13252638112973308,0.05639171501443426,0.12613057062983063,0.4025737576033434,0.5455668224048561
0.2709163346613547,0.8905419766206163,0.43137254901960786,0.05061289047054172,0.06362507759155804,0.024356063791025534,0.057391876336128925,0.11957076454117874,0.10206349664537466
0.30577689243027845,0.5791710945802339,0.803921568627451,0.012995914063529722,0.017846058348851643,0.007875781271896634,0.015786877158362113,0.16451497220727992,0.08391924157013786
0.7340637450199199,0.14771519659936239,0.7647058823529411,0.059971003031501255,0.0771260086902545,0.038902435606379106,0.07432987995395494,0.09981241638046372,0.12000156700384741
0.6215139442231076,0.14346439957492038,0.6666666666666666,0.029972321075523924,0.03041589075108628,0.021553294655119258,0.038151619799375106,0.2672445897297968,0.39113446954857917
0.23605577689242951,0.5058448459086075,0.5686274509803921,0.08967971530249111,0.10738671632526381,0.05019759522408139,0.1039302746258839,0.28491331154053046,0.552989472208362
0.5976095617529885,0.17853347502656738,0.35294117647058826,0.24402267035718994,0.2563625077591558,0.1109896577818885,0.26212793948363755,0.3791051157915063,0.44061880157195227
0.622509960159363,0.1349628055260364,0.6862745098039216,0.051667325688678004,0.05027932960893855,0.021945682334146135,0.051636244038809405,0.35310547440724954,0.4630929356992342
0.6673306772908361,0.16790648246546203,0.5098039215686274,0.0605245815210228,0.05260707635009311,0.029933574371479022,0.06051636244038809,0.4178425125170687,0.4618558273986499
0.7101593625498009,0.14133900106269903,0.29411764705882354,0.0014234875444839859,0.000931098696461825,0.001008996888926259,0.0021378062818615358,0.1465565992193211,1.0
0.617529880478087,0.1657810839532414,1.0,0.11395808620007908,0.12756052141527002,0.053925278174836735,0.13057062983061996,0.23783120232824376,0.8331945022907122
0.6274900398406377,0.1349628055260364,0.49019607843137253,0.0664557796230394,0.06765983860955928,0.03851004792735222,0.07383654004275612,0.3278782361622598,0.4527836998610315
0.6484063745019917,0.13283740701381505,0.7058823529411765,0.0719915645182549,0.0712290502793296,0.03853807561871129,0.0781121526064792,0.3313195680059585,0.4550517317454361
0.5806772908366536,0.17428267800212538,0.8235294117647058,0.04476077500988533,0.05881440099317194,0.025981669889851174,0.05722742969906265,0.21896939352560651,0.4084539857567598
0.7101593625498009,0.02125398512221071,0.7843137254901961,0.06903914590747331,0.08395406579764121,0.03001765744555621,0.07728991942114784,0.13114991517358382,0.5618554150292163
0.7260956175298803,0.022316684378321017,0.6470588235294118,0.05048108606827468,0.0648665425201738,0.033016620420975924,0.0698898207531656,0.17385277444449043,0.23546500839171797
0.20816733067728993,0.5685441020191285,1.0,0.08108606827468037,0.07650527622594662,0.02808374674178088,0.07580989968755139,0.405587509137805,0.6746384550991542
0.20717131474103584,0.5674814027630182,0.8431372549019608,0.05931198102016608,0.09171322160148976,0.027635303680035875,0.09028120374938332,0.17332864374284493,0.5317524463816644
0.27191235059760877,0.7003188097768333,0.7843137254901961,0.03466455779623039,0.04779639975170701,0.02390762072928053,0.05525407005426739,0.08082647135901573,0.10123875777831844
0.2041832669322708,0.6068012752391072,0.3333333333333333,0.09347568208778173,0.13640595903165736,0.04128478937189944,0.11478375267225785,0.2219900415166687,0.30598018152502465
0.5876494023904378,0.18809776833156241,0.1568627450980392,0.04578884934756821,0.05540037243947858,0.02289862384035427,0.052951817135339585,0.24521730734748487,0.3453614624269591
0.24900398406374522,0.4314558979808715,0.39215686274509803,0.0627125345986556,0.10862818125387957,0.035342918803778135,0.10820588718960697,0.14050151032399555,0.41855703687819845
0.24003984063745004,0.47290116896918183,0.19607843137254902,0.12044286279161724,0.14323401613904407,0.05608341040948457,0.13912185495806612,0.26136880870608675,0.4261858713984685
0.643426294820717,0.14240170031881008,0.5098039215686274,0.055067879267167524,0.05198634388578523,0.02898063286527089,0.05443183686893603,0.3622019006634391,0.4709279549362683
0.32071713147410374,0.3900106269925611,0.5098039215686274,0.03885593778832213,0.05446927374301676,0.03231592813699936,0.058707449432659105,0.1857215762541206,0.25340307875019075
0.6284860557768918,0.12858660998937305,0.29411764705882354,0.09898510610254382,0.10071384233395407,0.03609966647047283,0.10080578852162474,0.32414725314133597,0.454845547028672
0.2091633466135454,0.5600425079702446,1.0,0.04628970607618294,0.0712290502793296,0.01914291319823986,0.06923203420490051,0.18408021958317816,0.503917509618517
0.237051792828685,0.5122210414452708,0.45098039215686275,0.12756030051403716,0.13857852265673495,0.07435746517559348,0.15112645946390396,0.38326367912166726,0.4938144584970784
0.620517928286852,0.15515409139213607,0.5882352941176471,0.08643732700672202,0.11902545003103662,0.06676196081728748,0.1203749383325111,0.15385305030275445,0.3274233920684863
0.20816733067728993,0.5621679064824652,1.0,0.043838144194016083,0.0648665425201738,0.026430112951596176,0.06479197500411117,0.11019848002096522,0.2894854041839003
0.20219123505976122,0.5334750265674816,0.1568627450980392,0.0302622907605114,0.04438237119801366,0.01048235656828947,0.039796086170037825,0.2297761410187446,0.4587630566471891
0.5308764940239047,0.3049946865037191,0.7843137254901961,0.05849479372611045,0.07991930477963997,0.03091454356904622,0.07761881269528038,0.1013848084854002,0.07608422233310379
0.6972111553784867,0.15409139213602574,0.8627450980392157,0.0034005535784895216,0.004189944134078212,0.002410381456879397,0.00493339911198816,0.14532213348781395,0.20103216069212085
0.6105577689243028,0.1530286928799147,0.803921568627451,0.016449189402926057,0.02203600248292986,0.01743322402533703,0.02548922874527216,0.18103888222231415,0.3119595383111822
0.19322709163346607,0.5536663124335812,1.0,0.06648214050349281,0.08659217877094973,0.03999551556938255,0.0781121526064792,0.20050757920580406,0.49422682793060646
0.6384462151394424,0.15727948990435742,0.5098039215686274,0.1324370633979175,0.14804469273743018,0.10919588553490849,0.1527709258345667,0.23248644846277985,0.30494925794120437
