SalidaEsperada      SalidaProducida
106300.00000        113010.87000
175700.00000        206442.58676
348700.00000        366293.31329
54600.00000        112678.39438
400000.00000        299440.30091
113500.00000        149913.86862
141900.00000        168235.63482
146000.00000        160772.81841
147800.00000        182117.14638
268200.00000        281573.43627
500001.00000        274841.06302
228100.00000        177770.06276
214400.00000        207297.09433
72700.00000        115322.02663
275000.00000        201530.70502
101600.00000        125553.72018
187500.00000        189827.83416
183300.00000        228913.33817
348900.00000        257293.61737
183600.00000        213547.56975
47100.00000        61395.39899
252300.00000        239019.61884
147900.00000        220450.54936
101900.00000        115481.27822
217100.00000        262347.09108
68500.00000        153722.55481
327300.00000        282169.38948
409100.00000        275162.63401
146200.00000        131935.13889
215800.00000        262309.12900
160800.00000        114037.34173
130600.00000        174016.60095
252200.00000        209492.91332
189600.00000        241507.99644
233100.00000        244690.19995
175000.00000        148071.28317
181800.00000        218665.39934
52300.00000        66439.66234
67200.00000        104916.21751
84700.00000        35671.20485
500001.00000        352359.96222
134400.00000        -914760.91020
117800.00000        149362.80028
112500.00000        113896.53231
163300.00000        168833.65529
90100.00000        95112.91965
75300.00000        55343.84246
103500.00000        152336.01061
106300.00000        102662.55170
60300.00000        40917.28923
48000.00000        47513.94830
500000.00000        229089.79830
281900.00000        290831.93568
361900.00000        329384.95994
150700.00000        139107.12508
263800.00000        247567.94150
288000.00000        304940.27746
53000.00000        29477.68158
169000.00000        168298.51458
400000.00000        261728.36434
500001.00000        353142.34497
500001.00000        419907.86964
86600.00000        117803.27931
139600.00000        160241.07041
150300.00000        200880.37411
150900.00000        145853.07765
500001.00000        238866.41081
269700.00000        253059.73269
82500.00000        -5876.86372
197900.00000        243655.40584
220500.00000        227774.28146
150000.00000        201431.72550
243800.00000        263445.70031
196200.00000        235759.08401
276600.00000        294020.88005
131000.00000        218223.79677
222100.00000        257630.35779
152100.00000        177546.57507
63800.00000        90158.13168
93100.00000        127330.04567
148100.00000        198423.95919
500001.00000        342132.31204
258000.00000        233312.93397
109700.00000        155085.52433
295200.00000        235652.01926
129700.00000        149443.96821
336900.00000        275834.36510
379500.00000        324016.28851
67700.00000        3646.92616
122100.00000        86004.58519
123200.00000        140948.02911
402900.00000        293976.17243
153200.00000        169367.61595
181900.00000        95261.04817
97900.00000        125312.91255
101200.00000        76648.46003
60400.00000        39366.44357
290600.00000        230103.71719
353600.00000        256762.91898
137500.00000        147502.01657
124200.00000        202296.68892
118800.00000        143674.65063
220900.00000        262580.93717
73400.00000        99752.16144
92900.00000        172787.37954
238000.00000        233205.03158
314900.00000        266955.28883
221200.00000        226628.35812
484600.00000        306366.87430
181600.00000        191772.80903
260300.00000        160639.68123
55100.00000        55355.21586
65800.00000        131110.08647
172600.00000        178912.41121
130000.00000        137655.20186
461200.00000        307994.54961
191800.00000        214047.48238
151400.00000        190161.24779
316600.00000        275879.29398
198100.00000        254423.69853
157700.00000        136907.65253
232500.00000        210693.41656
190300.00000        153932.97522
155000.00000        136677.69878
58800.00000        91268.04500
94600.00000        51246.98941
84100.00000        68450.18882
57000.00000        80246.95328
183100.00000        257269.41575
193800.00000        176184.49339
426900.00000        310206.76564
108700.00000        44907.78101
500001.00000        382107.64319
228000.00000        186912.96106
81000.00000        80232.18442
202300.00000        324779.26664
297200.00000        287767.84343
268800.00000        140931.75279
184500.00000        210370.34719
205000.00000        202922.14743
182500.00000        227837.59736
200400.00000        228706.23370
162500.00000        206904.72909
495500.00000        277945.19681
118800.00000        147172.58234
229000.00000        149314.26723
84200.00000        132892.10489
500001.00000        364811.34275
121600.00000        189256.55857
139700.00000        183938.93186
185500.00000        188250.81300
319400.00000        283457.30065
233100.00000        165282.29376
236200.00000        230310.70445
257200.00000        270387.42730
148300.00000        220657.98454
302700.00000        237064.96262
122400.00000        127281.66137
197900.00000        161828.78504
138700.00000        162440.01633
160700.00000        204211.78767
145000.00000        197679.46894
129000.00000        110550.77644
218500.00000        208144.01298
74100.00000        120720.13335
77100.00000        111914.70631
173700.00000        237265.01026
191100.00000        112146.68783
111300.00000        79575.64491
270500.00000        266533.69502
320600.00000        222464.54227
85600.00000        -34487.23415
113700.00000        214655.72800
133900.00000        153663.84754
132800.00000        133222.05070
59700.00000        85605.01211
164100.00000        193904.41146
197300.00000        219140.56362
125800.00000        166602.65514
82300.00000        54387.51100
155000.00000        174826.38884
500001.00000        278341.34011
167000.00000        141122.54138
67500.00000        106168.80671
180600.00000        168692.73248
161700.00000        212566.71247
211300.00000        186303.78524
138100.00000        188493.87752
139300.00000        152785.16196
194100.00000        183327.47492
101300.00000        99878.40834
339100.00000        220122.74431
236400.00000        163087.81519
214600.00000        175097.75616
80600.00000        238831.38025
84000.00000        128888.03264
262500.00000        184895.57746
500001.00000        447195.32211
191700.00000        194355.81229
189500.00000        205193.49978
26900.00000        156499.68139
107200.00000        32227.39519
340000.00000        277060.02916
52500.00000        203595.73822
339400.00000        208461.65694
500001.00000        140029.38795
86900.00000        88578.70989
83200.00000        185758.40429
368900.00000        372472.65670
97000.00000        88567.85340
94200.00000        130949.49013
327800.00000        278700.42866
189300.00000        285338.59373
500001.00000        322238.45597
311300.00000        219529.16503
154500.00000        152679.22246
104800.00000        122666.19555
205100.00000        265249.17479
114100.00000        129406.77185
242900.00000        273566.19088
221500.00000        222862.70599
145800.00000        123377.62847
139400.00000        166458.90335
391200.00000        277286.03390
244100.00000        280354.51011
358600.00000        270583.58822
90200.00000        101851.93330
166600.00000        175877.56704
460400.00000        318679.37682
169300.00000        167606.95955
146200.00000        141995.83663
144100.00000        208576.39793
65700.00000        94609.09049
362500.00000        352255.52729
85900.00000        113242.53952
134300.00000        160974.17497
222300.00000        197473.28088
181100.00000        221791.97439
481300.00000        352373.55687
446600.00000        367319.48253
351800.00000        274021.49014
397000.00000        358267.75950
163000.00000        157608.92775
337500.00000        243880.16010
271700.00000        277893.79847
186100.00000        281875.65830
67500.00000        114260.29389
138700.00000        169462.97100
200000.00000        241806.35422
81800.00000        107384.99417
106600.00000        125832.78763
346700.00000        261507.97652
169400.00000        112960.76915
193900.00000        184732.50167
77700.00000        90449.68504
255500.00000        225301.68757
500001.00000        637863.25551
186200.00000        176582.65491
170800.00000        174203.76247
110700.00000        178488.19744
177200.00000        85534.01468
244400.00000        168501.53170
276000.00000        207273.31460
103800.00000        60337.92858
126600.00000        156843.29723
278400.00000        296678.16599
93800.00000        137420.28966
86400.00000        51748.71523
239900.00000        240671.37212
237900.00000        181306.22516
73000.00000        97033.26077
162500.00000        100297.91012
84600.00000        143853.27088
483300.00000        439507.78318
121400.00000        106568.92637
225800.00000        208977.78815
294900.00000        316589.69553
81300.00000        93111.64366
320000.00000        284457.48677
228500.00000        175201.81855
163000.00000        188323.24645
144500.00000        141181.70719
200600.00000        243556.74881
