SalidaEsperada      SalidaProducida
106300.00000        119039.70204
175700.00000        212318.21888
348700.00000        386128.86415
54600.00000        125533.36240
400000.00000        317138.88958
113500.00000        160492.27560
141900.00000        180771.08142
146000.00000        172771.73051
147800.00000        195620.36189
268200.00000        290261.49545
500001.00000        288976.90251
228100.00000        187996.55047
214400.00000        218792.54887
72700.00000        122466.09734
275000.00000        219739.73706
101600.00000        137981.93311
187500.00000        196623.38443
183300.00000        246650.41985
348900.00000        262596.90872
183600.00000        225756.57200
47100.00000        73110.97518
252300.00000        255838.54353
147900.00000        232541.55434
101900.00000        127717.46214
217100.00000        281161.10357
68500.00000        165297.01878
327300.00000        293302.90746
409100.00000        286934.57227
146200.00000        146630.34981
215800.00000        275309.57008
160800.00000        126093.11997
130600.00000        180952.40771
252200.00000        220266.93630
189600.00000        254251.77662
233100.00000        256126.13929
175000.00000        157355.85119
181800.00000        225809.62063
52300.00000        72445.25153
67200.00000        118953.68572
84700.00000        44082.81281
500001.00000        372110.83179
134400.00000        -885062.51002
117800.00000        161836.36446
112500.00000        125531.73781
163300.00000        181131.90406
90100.00000        106131.04262
75300.00000        68290.65645
103500.00000        163391.85664
106300.00000        109049.73249
60300.00000        52578.38103
48000.00000        55078.17911
500000.00000        238007.91133
281900.00000        300660.21647
361900.00000        336986.48531
150700.00000        151240.13167
263800.00000        260470.99613
288000.00000        315439.03789
53000.00000        36608.05166
169000.00000        181763.42144
400000.00000        274655.99662
500001.00000        367050.07079
500001.00000        438234.59531
86600.00000        132446.84110
139600.00000        171674.66495
150300.00000        215559.43826
150900.00000        158137.18053
500001.00000        255008.00954
269700.00000        262093.04343
82500.00000        1687.91878
197900.00000        262139.13794
220500.00000        237896.98329
150000.00000        207789.54350
243800.00000        268578.43922
196200.00000        248709.08086
276600.00000        307702.75508
131000.00000        223271.73297
222100.00000        268206.61641
152100.00000        189273.96959
63800.00000        104573.31428
93100.00000        133931.95424
148100.00000        204908.86924
500001.00000        361630.59872
258000.00000        244196.53045
109700.00000        167197.67919
295200.00000        251180.84117
129700.00000        159876.47288
336900.00000        287935.43016
379500.00000        334553.58575
67700.00000        6730.73843
122100.00000        88653.51122
123200.00000        152149.84178
402900.00000        306918.73018
153200.00000        178984.93091
181900.00000        103269.83201
97900.00000        139228.93270
101200.00000        86183.91313
60400.00000        44862.48488
290600.00000        240727.91415
353600.00000        274386.83983
137500.00000        160045.75347
124200.00000        218742.79831
118800.00000        157400.50299
220900.00000        275007.38242
73400.00000        111516.89668
92900.00000        184280.37926
238000.00000        243282.88472
314900.00000        282175.29731
221200.00000        239391.78642
484600.00000        325658.45320
181600.00000        208517.03370
260300.00000        179539.74461
55100.00000        66668.37578
65800.00000        143054.67574
172600.00000        192111.37430
130000.00000        151740.27768
461200.00000        319662.20578
191800.00000        220812.20297
151400.00000        198565.99661
316600.00000        281325.33682
198100.00000        265559.21057
157700.00000        147779.13699
232500.00000        227712.10584
190300.00000        164328.25893
155000.00000        152983.15005
58800.00000        103852.38655
94600.00000        60186.50504
84100.00000        79776.22373
57000.00000        87808.88317
183100.00000        270383.95100
193800.00000        184533.75309
426900.00000        318426.06694
108700.00000        53408.99990
500001.00000        395842.67845
228000.00000        200204.38265
81000.00000        84707.66397
202300.00000        340677.97382
297200.00000        300303.43856
268800.00000        148016.69545
184500.00000        216214.08336
205000.00000        216129.91550
182500.00000        240280.95158
200400.00000        234641.32936
162500.00000        223749.34831
495500.00000        289534.88278
118800.00000        151075.10218
229000.00000        154145.29007
84200.00000        140490.71211
500001.00000        376926.97787
121600.00000        203675.85673
139700.00000        191871.70094
185500.00000        199475.92962
319400.00000        297320.39703
233100.00000        176349.54645
236200.00000        238042.01391
257200.00000        277770.50748
148300.00000        228176.58390
302700.00000        246387.58611
122400.00000        137913.33005
197900.00000        172847.74933
138700.00000        168897.69470
160700.00000        220986.69983
145000.00000        206151.18314
129000.00000        122057.11483
218500.00000        218086.88725
74100.00000        133234.61262
77100.00000        124711.80088
173700.00000        246325.84128
191100.00000        124053.16525
111300.00000        85282.64283
270500.00000        276496.90703
320600.00000        234517.09318
85600.00000        -25300.77531
113700.00000        226292.79157
133900.00000        163850.68326
132800.00000        141837.72464
59700.00000        93738.32910
164100.00000        201366.79986
197300.00000        232906.97014
125800.00000        178969.04783
82300.00000        66754.38621
155000.00000        186724.46529
500001.00000        296927.25960
167000.00000        150262.78505
67500.00000        121362.44602
180600.00000        177165.93644
161700.00000        221362.98304
211300.00000        194834.55730
138100.00000        199070.39117
139300.00000        159525.09982
194100.00000        196759.98453
101300.00000        105327.44999
339100.00000        233070.79818
236400.00000        175370.76964
214600.00000        186639.25085
80600.00000        257587.96845
84000.00000        137185.26527
262500.00000        190792.47178
500001.00000        467237.71101
191700.00000        208559.53022
189500.00000        214593.16935
26900.00000        171292.73949
107200.00000        41861.37658
340000.00000        293478.94395
52500.00000        209242.14657
339400.00000        221901.44927
500001.00000        148321.05110
86900.00000        100373.46375
83200.00000        196544.23351
368900.00000        383049.21924
97000.00000        101398.07541
94200.00000        141610.89281
327800.00000        287772.60332
189300.00000        291271.96422
500001.00000        337881.14165
311300.00000        231801.73762
154500.00000        164177.09641
104800.00000        134779.36356
205100.00000        274625.82327
114100.00000        144726.54525
242900.00000        280543.05551
221500.00000        232456.09243
145800.00000        126794.69571
139400.00000        180988.38452
391200.00000        295158.75269
244100.00000        290570.35563
358600.00000        285163.20386
90200.00000        110069.28805
166600.00000        186244.67452
460400.00000        331010.71419
169300.00000        180168.01517
146200.00000        149056.74569
