SalidaEsperada      SalidaProducida
106300.00000        112582.65305
175700.00000        204995.91591
348700.00000        374187.88203
54600.00000        115911.22795
400000.00000        306511.58262
113500.00000        152195.05567
141900.00000        171973.42078
146000.00000        165016.52932
147800.00000        186989.22846
268200.00000        282728.08177
500001.00000        277170.99576
228100.00000        178667.52117
214400.00000        208606.79680
72700.00000        115685.94087
275000.00000        210012.61942
101600.00000        129285.49865
187500.00000        189219.93046
183300.00000        235727.71924
348900.00000        254113.66694
183600.00000        216540.59895
47100.00000        65559.65606
252300.00000        244493.18902
147900.00000        222701.32799
101900.00000        118856.53931
217100.00000        270484.74115
68500.00000        156336.24081
327300.00000        284500.93734
409100.00000        278874.67029
146200.00000        135245.97580
215800.00000        265320.19333
160800.00000        118457.90001
130600.00000        174507.25499
252200.00000        210991.82501
189600.00000        244310.96537
233100.00000        248303.75621
175000.00000        148988.46319
181800.00000        218188.53434
52300.00000        66535.20800
67200.00000        108856.28349
84700.00000        36221.50581
500001.00000        361116.91474
134400.00000        -850425.27848
117800.00000        154713.75002
112500.00000        117693.44291
163300.00000        171980.04892
90100.00000        98446.45919
75300.00000        59958.83378
103500.00000        154589.80631
106300.00000        103256.31990
60300.00000        44977.84034
48000.00000        48794.23357
500000.00000        228801.19681
281900.00000        291201.11767
361900.00000        328896.99397
150700.00000        143095.10095
263800.00000        250976.11910
288000.00000        307315.12478
53000.00000        30578.32353
169000.00000        172833.41311
400000.00000        264052.32971
500001.00000        356453.66467
500001.00000        425811.19490
86600.00000        121673.67760
139600.00000        161580.20809
150300.00000        205240.83238
150900.00000        149855.72121
500001.00000        242971.31215
269700.00000        254542.72270
82500.00000        -5484.21290
197900.00000        251479.98169
220500.00000        228935.59869
150000.00000        202104.77058
243800.00000        262299.98259
196200.00000        240332.60403
276600.00000        298339.89927
131000.00000        217564.49757
222100.00000        259175.15216
152100.00000        182552.03962
63800.00000        94705.33138
93100.00000        127205.56992
148100.00000        198628.11466
500001.00000        350088.18453
258000.00000        235289.53002
109700.00000        158555.95793
295200.00000        240222.44105
129700.00000        150663.91335
336900.00000        277368.28645
379500.00000        325581.84631
67700.00000        2108.90583
122100.00000        84599.73582
123200.00000        144976.35759
402900.00000        297982.96565
153200.00000        171774.60227
181900.00000        96867.57576
97900.00000        131421.97258
101200.00000        78641.56553
60400.00000        39649.88889
290600.00000        230750.11179
353600.00000        263915.85568
137500.00000        151355.46019
124200.00000        207699.29881
118800.00000        148980.90554
220900.00000        264156.36046
73400.00000        103049.16328
92900.00000        174648.76198
238000.00000        237099.00001
314900.00000        271448.55795
221200.00000        230811.97528
484600.00000        314583.41916
181600.00000        196803.05934
260300.00000        171344.99394
55100.00000        59059.53709
65800.00000        133461.95894
172600.00000        186132.73823
130000.00000        144039.37753
461200.00000        310045.61771
191800.00000        214085.72628
151400.00000        190374.07948
316600.00000        272693.37103
198100.00000        257153.78476
157700.00000        142170.88609
232500.00000        216886.46739
190300.00000        155578.67597
155000.00000        142876.97688
58800.00000        95231.39560
94600.00000        55109.68769
84100.00000        72253.95890
57000.00000        80984.83617
183100.00000        260275.49770
193800.00000        177582.40287
426900.00000        310036.97595
108700.00000        46780.13871
500001.00000        385266.32827
228000.00000        192897.33862
81000.00000        78578.29478
202300.00000        333514.71898
297200.00000        289719.08165
268800.00000        139293.38388
184500.00000        207878.52116
205000.00000        205935.23130
182500.00000        230772.85287
200400.00000        227344.97512
162500.00000        212473.85767
495500.00000        279463.04996
118800.00000        145695.00683
229000.00000        148690.38230
84200.00000        133390.98700
500001.00000        367394.30278
121600.00000        194971.05897
139700.00000        186144.10003
185500.00000        190020.10796
319400.00000        289781.43866
233100.00000        167844.12757
236200.00000        231194.73612
257200.00000        270515.58603
148300.00000        220398.91448
302700.00000        240062.06978
122400.00000        131575.48389
197900.00000        163390.16918
138700.00000        162371.41399
160700.00000        211906.27033
145000.00000        197499.89671
129000.00000        113567.77677
218500.00000        212883.39772
74100.00000        125224.89400
77100.00000        116048.46681
173700.00000        237030.47344
191100.00000        117642.90692
111300.00000        80177.78633
270500.00000        268026.20223
320600.00000        224960.71876
85600.00000        -32847.02891
113700.00000        219756.77686
133900.00000        156512.92403
132800.00000        134073.36858
59700.00000        86558.00104
164100.00000        193709.56042
197300.00000        223942.27081
125800.00000        169789.20821
82300.00000        60334.00719
155000.00000        177955.73470
500001.00000        286179.96764
167000.00000        142869.13230
67500.00000        110587.95828
180600.00000        168948.77244
161700.00000        214299.02902
211300.00000        186779.55785
138100.00000        189433.19142
139300.00000        152550.94049
194100.00000        187109.84046
101300.00000        98138.94954
339100.00000        224168.02963
236400.00000        165191.84154
214600.00000        178531.01721
80600.00000        247349.74982
84000.00000        130818.54703
262500.00000        183390.95414
500001.00000        453818.23189
191700.00000        198780.34700
189500.00000        206170.02486
26900.00000        161784.09892
107200.00000        34817.89451
340000.00000        282645.70667
52500.00000        203029.17591
339400.00000        211080.74227
500001.00000        142989.82581
86900.00000        92821.99478
83200.00000        189586.03594
368900.00000        374489.14036
97000.00000        92223.57930
94200.00000        133452.22274
327800.00000        281361.33183
189300.00000        282127.08320
500001.00000        326671.46497
311300.00000        221887.37927
154500.00000        156336.80868
104800.00000        126540.66904
205100.00000        264871.15841
114100.00000        136006.07338
242900.00000        272408.82599
221500.00000        226065.51049
145800.00000        121095.60870
139400.00000        171937.69233
391200.00000        284064.12501
244100.00000        281823.53414
358600.00000        273903.57015
90200.00000        103566.87390
166600.00000        178812.95443
460400.00000        321300.78401
169300.00000        172354.64440
146200.00000        143996.28476
144100.00000        210317.22190
65700.00000        96932.10123
362500.00000        351719.51410
85900.00000        114979.19694
134300.00000        163164.35190
222300.00000        194033.23131
181100.00000        224917.55409
481300.00000        354330.35738
446600.00000        372487.81759
351800.00000        281711.12657
397000.00000        360115.62986
163000.00000        156141.92128
337500.00000        242655.54288
271700.00000        275251.39569
186100.00000        281892.99534
67500.00000        116565.56371
138700.00000        169999.12363
200000.00000        239192.81935
81800.00000        109028.84236
106600.00000        129092.65302
346700.00000        261433.45312
169400.00000        121010.94750
193900.00000        186425.25987
77700.00000        93125.86651
