SalidaEsperada      SalidaProducida
106300.00000        113182.53327
175700.00000        205434.43953
348700.00000        365079.12395
54600.00000        111725.36479
400000.00000        297432.43944
113500.00000        149686.90453
141900.00000        168986.30787
146000.00000        161001.84363
147800.00000        182607.08778
268200.00000        280765.18552
500001.00000        274956.19275
228100.00000        178117.97313
214400.00000        207782.38814
72700.00000        112932.39866
275000.00000        198729.89026
101600.00000        124614.93281
187500.00000        189743.19935
183300.00000        226774.94142
348900.00000        252452.19483
183600.00000        214205.21735
47100.00000        59968.64236
252300.00000        239739.77656
147900.00000        222150.00278
101900.00000        111985.12593
217100.00000        260481.87440
68500.00000        152920.93937
327300.00000        282369.16178
409100.00000        272815.63485
146200.00000        132027.82263
215800.00000        263573.43419
160800.00000        113304.76876
130600.00000        169084.79010
252200.00000        210017.63935
189600.00000        243089.68055
233100.00000        242250.92489
175000.00000        148601.38873
181800.00000        219305.46270
52300.00000        64414.56626
67200.00000        103569.18806
84700.00000        36809.11411
500001.00000        349847.61279
134400.00000        -934781.32324
117800.00000        145266.97469
112500.00000        112059.47174
163300.00000        169332.43939
90100.00000        94619.43923
75300.00000        51204.00377
103500.00000        152615.90807
106300.00000        96760.25542
60300.00000        36433.78725
48000.00000        45477.45177
500000.00000        228928.21427
281900.00000        291468.21226
361900.00000        329922.84304
150700.00000        138529.36162
263800.00000        248285.26476
288000.00000        302859.88452
53000.00000        26745.26927
169000.00000        168804.96249
400000.00000        263266.68503
500001.00000        354711.72212
500001.00000        422613.62418
86600.00000        114085.28627
139600.00000        160563.83761
150300.00000        201825.65328
150900.00000        146137.39982
500001.00000        239790.41790
269700.00000        248897.96057
82500.00000        -8772.95815
197900.00000        241917.30805
220500.00000        228398.46497
150000.00000        199996.96761
243800.00000        264100.76143
196200.00000        233344.09039
276600.00000        293294.51454
131000.00000        215943.95242
222100.00000        258217.96947
152100.00000        176914.95099
63800.00000        89887.76218
93100.00000        125370.50092
148100.00000        193604.13249
500001.00000        340792.94398
258000.00000        233271.95538
109700.00000        152153.53632
295200.00000        236775.40809
129700.00000        150523.44233
336900.00000        277147.07034
379500.00000        325248.35414
67700.00000        3678.82399
122100.00000        79830.33335
123200.00000        138420.76287
402900.00000        290600.27296
153200.00000        164399.21346
181900.00000        93724.06299
97900.00000        125024.60616
101200.00000        72040.34981
60400.00000        35902.37814
290600.00000        229645.26594
353600.00000        254532.68546
137500.00000        148094.90762
124200.00000        203180.56705
118800.00000        140210.10499
220900.00000        263282.79129
73400.00000        100153.86647
92900.00000        172409.39670
238000.00000        229885.34584
314900.00000        268685.12916
221200.00000        223592.53839
484600.00000        304655.10697
181600.00000        188542.93523
260300.00000        156535.48722
55100.00000        53610.18033
65800.00000        130535.02282
172600.00000        175290.65314
130000.00000        137478.99350
461200.00000        303987.95042
191800.00000        212569.64908
151400.00000        188343.48178
316600.00000        273588.61841
198100.00000        255060.04653
157700.00000        135212.39974
232500.00000        212108.56655
190300.00000        154459.46632
155000.00000        137238.69636
58800.00000        89277.61100
94600.00000        47050.96955
84100.00000        64382.27547
57000.00000        78669.82347
183100.00000        258668.65153
193800.00000        172278.62009
426900.00000        312319.08050
108700.00000        41590.89360
500001.00000        384179.00177
228000.00000        182325.88923
81000.00000        79774.04720
202300.00000        320589.32097
297200.00000        288904.17417
268800.00000        141950.76818
184500.00000        209079.18567
205000.00000        203556.84941
182500.00000        229058.92773
200400.00000        229028.43811
162500.00000        208600.69764
495500.00000        278705.67431
118800.00000        146763.34546
229000.00000        147959.63345
84200.00000        130421.67439
500001.00000        367272.74749
121600.00000        186270.16459
139700.00000        179717.55174
185500.00000        188048.43193
319400.00000        280650.14919
233100.00000        165041.21379
236200.00000        226873.40504
257200.00000        267721.52794
148300.00000        221289.03025
302700.00000        236964.54722
122400.00000        122429.99605
197900.00000        163033.95235
138700.00000        158737.10030
160700.00000        202250.37697
145000.00000        199344.78138
129000.00000        109827.61598
218500.00000        204149.52169
74100.00000        115678.66336
77100.00000        109300.96362
173700.00000        239544.16425
191100.00000        111804.59066
111300.00000        73628.09916
270500.00000        266023.30249
320600.00000        222138.09419
85600.00000        -38175.56849
113700.00000        213355.12919
133900.00000        148281.49858
132800.00000        133465.73867
59700.00000        84538.93741
164100.00000        194617.62680
197300.00000        216661.97352
125800.00000        168031.44830
82300.00000        50215.70981
155000.00000        175296.35894
500001.00000        275516.68192
167000.00000        140738.52234
67500.00000        107421.57579
180600.00000        168715.28760
161700.00000        209388.76400
211300.00000        186124.59476
138100.00000        189773.80473
139300.00000        151595.47202
194100.00000        180886.53876
101300.00000        99397.90003
339100.00000        220705.82909
236400.00000        163808.82584
214600.00000        174812.92967
80600.00000        237077.15978
84000.00000        123422.34402
262500.00000        185343.84933
500001.00000        450303.10779
191700.00000        191776.61849
189500.00000        206019.39149
26900.00000        155315.28220
107200.00000        29867.17801
340000.00000        274752.76669
52500.00000        203848.05558
339400.00000        209112.15292
500001.00000        137010.94155
86900.00000        87779.51764
83200.00000        184229.12693
368900.00000        370815.73118
97000.00000        84877.40624
94200.00000        128058.70520
327800.00000        276261.91791
189300.00000        282357.54734
500001.00000        324002.72918
311300.00000        219301.88412
