SalidaEsperada      SalidaProducida
106300.00000        125907.09207
175700.00000        245204.56921
348700.00000        367799.29747
54600.00000        143226.21434
400000.00000        289213.08888
113500.00000        202189.57277
141900.00000        215716.53634
146000.00000        209032.64165
147800.00000        214586.96795
268200.00000        271079.93403
500001.00000        241081.69056
228100.00000        169126.06717
214400.00000        223446.49900
72700.00000        151668.56875
275000.00000        224217.87263
101600.00000        171115.18320
187500.00000        166695.89651
183300.00000        235845.38229
348900.00000        399004.95397
183600.00000        214379.19391
47100.00000        112181.86502
252300.00000        250835.83371
147900.00000        224762.07818
101900.00000        171801.29457
217100.00000        272624.89808
68500.00000        180001.87027
327300.00000        289883.95686
409100.00000        254317.01185
146200.00000        171176.45624
215800.00000        255887.00680
160800.00000        178621.72455
130600.00000        196709.16956
252200.00000        218835.88930
189600.00000        250904.71971
233100.00000        239583.29143
175000.00000        145546.08484
181800.00000        219096.69874
52300.00000        94286.58229
67200.00000        148193.29749
84700.00000        99921.41049
500001.00000        332966.03546
134400.00000        611456.52649
117800.00000        194325.24142
112500.00000        153925.67839
163300.00000        210460.88118
90100.00000        128418.28075
75300.00000        128293.28265
103500.00000        176405.02695
106300.00000        186838.10229
60300.00000        106170.71182
48000.00000        91892.19945
500000.00000        199050.15476
281900.00000        289668.81778
361900.00000        306052.70916
150700.00000        166640.03883
263800.00000        247168.93742
288000.00000        288521.55634
53000.00000        81520.14324
169000.00000        207398.20974
400000.00000        249109.98732
500001.00000        317505.53567
500001.00000        412687.32338
86600.00000        162565.45484
139600.00000        184995.42769
150300.00000        215191.98522
150900.00000        187992.47561
500001.00000        236727.24287
269700.00000        251102.30324
82500.00000        83630.14805
197900.00000        252434.07219
220500.00000        248933.99673
150000.00000        179924.39511
243800.00000        215950.22524
196200.00000        232826.59156
276600.00000        315881.17722
131000.00000        182021.86066
222100.00000        255462.12549
152100.00000        242360.70833
63800.00000        123851.50470
93100.00000        161940.51462
148100.00000        220896.06949
500001.00000        337056.81069
258000.00000        268854.41851
109700.00000        194866.42769
295200.00000        242635.17059
129700.00000        166107.43938
336900.00000        290489.96117
379500.00000        310742.06247
67700.00000        107878.25319
122100.00000        240946.73635
123200.00000        178265.34012
402900.00000        282034.30206
153200.00000        175244.96125
181900.00000        137808.73467
97900.00000        193324.43327
101200.00000        141057.08265
60400.00000        82603.18098
290600.00000        220157.89328
353600.00000        259589.98764
137500.00000        179192.59896
124200.00000        225895.73617
118800.00000        125634.81564
220900.00000        270820.51201
73400.00000        154679.82622
92900.00000        194910.66568
238000.00000        251677.42020
314900.00000        268109.85521
221200.00000        230198.29890
484600.00000        317879.19170
181600.00000        237639.21282
260300.00000        245775.23844
55100.00000        122113.00471
65800.00000        154698.12783
172600.00000        251653.82647
130000.00000        215366.84772
461200.00000        286577.70095
191800.00000        189960.66749
151400.00000        220482.59876
316600.00000        282971.66386
198100.00000        256761.36272
157700.00000        259647.22912
232500.00000        236576.59521
190300.00000        161622.56617
155000.00000        192691.90150
58800.00000        141967.18219
94600.00000        102652.63066
84100.00000        123712.85183
57000.00000        121499.40764
183100.00000        259120.57920
193800.00000        151152.20918
426900.00000        285668.24936
108700.00000        95819.96952
500001.00000        365085.49353
228000.00000        216036.38314
81000.00000        128003.95922
202300.00000        301078.35668
297200.00000        293446.49271
268800.00000        137012.03855
184500.00000        215882.01944
205000.00000        197674.23133
182500.00000        244466.83029
200400.00000        202770.31385
162500.00000        231783.22422
495500.00000        265990.15073
118800.00000        129717.39550
229000.00000        158997.58845
84200.00000        178915.92331
500001.00000        319796.96162
121600.00000        198489.45980
139700.00000        202526.37167
185500.00000        230174.55056
319400.00000        268429.21996
233100.00000        186461.77994
236200.00000        195087.75934
257200.00000        271527.56955
148300.00000        246224.83586
302700.00000        263879.04689
122400.00000        165590.85709
197900.00000        163457.79223
138700.00000        175677.41140
160700.00000        227876.29033
145000.00000        196521.24466
129000.00000        160825.78362
218500.00000        322662.57939
74100.00000        138696.07119
77100.00000        151512.36688
173700.00000        224667.10012
191100.00000        172195.85999
111300.00000        143647.33553
270500.00000        287219.41927
320600.00000        185117.44434
85600.00000        78281.56548
113700.00000        219781.77643
133900.00000        174687.37112
132800.00000        157358.81103
59700.00000        109570.25556
164100.00000        213581.04528
197300.00000        212915.38999
125800.00000        192295.85493
82300.00000        138537.04316
155000.00000        190079.87107
500001.00000        283079.63176
167000.00000        184090.12265
67500.00000        146559.96665
180600.00000        184240.71448
161700.00000        222889.02265
211300.00000        206837.61200
138100.00000        200416.19905
139300.00000        148286.23566
194100.00000        219402.15577
101300.00000        143316.21390
339100.00000        229278.31714
236400.00000        174359.55741
214600.00000        192106.03629
80600.00000        244538.45244
84000.00000        133758.01578
262500.00000        163602.75110
500001.00000        463495.30155
191700.00000        238566.30237
189500.00000        210503.17418
26900.00000        187672.53089
107200.00000        108952.45924
340000.00000        276628.29404
52500.00000        166668.80117
339400.00000        210990.54594
500001.00000        114557.45044
86900.00000        175863.93212
83200.00000        179022.90221
368900.00000        322731.78599
97000.00000        157293.91339
94200.00000        171869.86600
327800.00000        219485.36856
189300.00000        228785.39989
500001.00000        303922.07916
311300.00000        247510.06059
154500.00000        208439.88891
104800.00000        170933.70828
205100.00000        243409.44989
114100.00000        201791.67495
242900.00000        260820.89443
221500.00000        250857.37367
145800.00000        98467.83593
139400.00000        217432.49999
391200.00000        268492.31851
244100.00000        276706.97647
358600.00000        271235.40944
90200.00000        119233.51225
166600.00000        204906.23965
460400.00000        299196.25915
169300.00000        162058.02552
146200.00000        155129.52148
144100.00000        207463.13918
65700.00000        128336.53520
362500.00000        337480.10124
85900.00000        148975.76896
134300.00000        191708.37915
222300.00000        174338.60369
181100.00000        227545.02368
481300.00000        334826.85670
446600.00000        377243.63772
351800.00000        274154.83805
397000.00000        360084.14233
163000.00000        191065.82354
337500.00000        196273.71346
271700.00000        264676.61575
186100.00000        290347.30553
67500.00000        128618.40310
138700.00000        195698.26037
200000.00000        198718.07708
81800.00000        98579.09509
106600.00000        158769.90423
346700.00000        258191.00849
169400.00000        229091.44899
193900.00000        208167.06344
77700.00000        133091.05500
255500.00000        258319.14039
500001.00000        622804.44461
186200.00000        144851.65657
170800.00000        151326.77761
110700.00000        194876.62051
177200.00000        174153.24271
244400.00000        157330.81162
276000.00000        190926.12303
103800.00000        84828.50831
126600.00000        236964.28504
278400.00000        292729.03802
93800.00000        189344.62102
86400.00000        95097.57543
239900.00000        244819.59877
237900.00000        235119.65585
73000.00000        145826.52846
162500.00000        58066.83199
84600.00000        198306.16237
483300.00000        389397.78214
121400.00000        144126.28804
225800.00000        224336.34057
294900.00000        319288.95472
81300.00000        138088.88379
320000.00000        223561.99018
228500.00000        192516.81185
163000.00000        189775.62652
144500.00000        122635.96344
200600.00000        236052.18844
366200.00000        283705.65381
222700.00000        232850.51158
256700.00000        215447.18355
218800.00000        187733.37540
85600.00000        189238.52710
402900.00000        272634.45876
134300.00000        136709.93471
120300.00000        135957.93046
371900.00000        298820.28855
153100.00000        146675.67938
55100.00000        108993.92291
62800.00000        101876.55968
113800.00000        137284.52156
149000.00000        140372.65124
176200.00000        211479.02746
220500.00000        189023.22237
140600.00000        210574.43299
232700.00000        347443.79439
88200.00000        159898.75340
164400.00000        262440.71077
80700.00000        113260.14819
272000.00000        240654.48447
121000.00000        189935.32020
220900.00000        231868.82748
95600.00000        143956.32412
202300.00000        250968.82012
368500.00000        279719.56405
144300.00000        194961.45616
99200.00000        214744.69492
324600.00000        315868.79165
409700.00000        249125.74458
220800.00000        302647.23598
135200.00000        176528.45184
199800.00000        262960.85824
134200.00000        192985.03295
359600.00000        223933.05735
65600.00000        71432.96528
153700.00000        209893.45772
348100.00000        317403.97101
282100.00000        214061.53570
72100.00000        162409.59622
69900.00000        149462.06158
158600.00000        187600.83561
106900.00000        164211.40734
204600.00000        263264.18543
113700.00000        203830.00504
67500.00000        208611.96130
366100.00000        223105.98589
231000.00000        232915.92327
121900.00000        293586.38951
170400.00000        220547.07846
