"";"pred";"obs"
"1";0,192517101764679;0,304124519074148
"2";0,921188771724701;0,991544364765506
"3";0,567765951156616;0,493195904346786
"4";0,412616014480591;0,567010032948318
"5";0,308081060647964;0,249691753848438
"6";0,47269880771637;0,381443787860669
"7";0,260606378316879;0,318145079814104
"8";0,287157326936722;0,305773996808261
"9";0,147622972726822;0,202887823142997
"10";0,128411680459976;0,146187026032882
"11";0,115440063178539;0,099589280044206
"12";0,140177026391029;0,132578834726455
"13";0,13220389187336;0
"14";0,0920788124203682;0,095877955142453
"15";0,279206514358521;0,301237933039451
"16";0,241646990180016;0,251753601016078
"17";0,112319201231003;0,102475866078903
"18";0,306231915950775;0,36371190221896
"19";0,176876574754715;0,193815695605379
"20";0,56834888458252;0,446185788924582
"21";0,452652305364609;0,5
"22";0,258912414312363;0,278351429478641
"23";0,545518159866333;0,446804343074874
"24";0,363292038440704;0,407216877456175
"25";0,456616401672363;0,444948680623997
"26";0,94285649061203;1
"27";0,310197830200195;0,309279136993249
"28";0,663460731506348;0,678349780000907
"29";0,189816370606422;0,271134964391899
"30";0,318473666906357;0,295464760970058
"31";0,153728127479553;0,136702529061736
"32";0,445537388324738;0,352577927513701
"33";0,316187173128128;0,323093513016441
"34";0,178163811564445;0,21979496991765
"35";0,25929456949234;0,304124519074148
"36";0,73668098449707;0,575669791052408
"37";0,6172154545784;0,674844639815918
"38";0,321474403142929;0,363093348068668
"39";0,305410265922546;0,31134098416089
"40";0,435324162244797;0,406598323305883
"41";0,196548640727997;0,211753765963852
"42";0,929213225841522;1
"43";0,150791153311729;0,144949917732298
"44";0,454519212245941;0,352165558080173
"45";0,3986556828022;0,346804755444307
"46";0,154038295149803;0,178970395998367
"47";0,479139924049377;0,488866025294741
"48";0,640297114849091;0,635050989480456
"49";0,15883369743824;0,15113545923522
"50";0,241141840815544;0,205774409177694
"51";0,373162001371384;0,351340819213117
"52";0,386055469512939;0,41814466744467
"53";0,432391107082367;0,427010610265525
"54";0,247725367546082;0,416701374427322
"55";0,226005047559738;0,276495767027765
"56";0,190870970487595;0,147217949616703
"57";0,484509766101837;0,432165228184626
"58";0,506707608699799;0,575051236902116
"59";0,378517806529999;0,398557119352085
"60";0,567729771137238;0,553814211075418
"61";0,248933762311935;0,222475371235583
"62";0,644011616706848;0,692782710174391
"63";0,505086898803711;0,429072457433165
"64";0,637060225009918;0,783297800833811
"65";0,148464888334274;0,170723007327805
"66";0,514144897460938;0,673607531515334
"67";0,227732971310616;0,203300192576525
"68";0,840929210186005;1
"69";0,332979708909988;0,368660335421297
"70";0,45202574133873;0,406598323305883
"71";0,142590627074242;0,108249038148296
"72";0,586821615695953;0,561855415029216
"73";0,863252758979797;0,699586805827605
"74";0,284994184970856;0,305773996808261
"75";0,809520542621613;0,653195244555693
"76";0,300312012434006;0,333608933571408
"77";0,615614175796509;0,611133562335825
"78";0,292208343744278;0,231959868206729
"79";0,19902591407299;0,181444612599536
"80";0,139545172452927;0,150104535651399
"81";0,128488719463348;0,127630401524117
"82";0,157775893807411;0,179382765431895
"83";0,245270505547523;0,307629659259137
"84";0,809473395347595;1
"85";0,286099314689636;0,262269021571045
"86";0,251849889755249;0,347010940161071
"87";0,143688797950745;0,13793963736232
"88";0,163551285862923;0,180207504298951
"89";0,561495423316956;0,671339499630929
"90";0,17903696000576;0,150929274518456
"91";0,260904878377914;0,302887410773564
"92";0,441933125257492;0,331134716970239
"93";0,210944592952728;0,355670698265162
"94";0,618055105209351;0,740823749180416
"95";0,87861168384552;0,735669131261314
"96";0,408853501081467;0,320413111698508
"97";0,359153896570206;0,328248130935543
"98";0,740347862243652;0,70494760846347
"99";0,683913886547089;0,709277487515515
"100";0,335956275463104;0,347010940161071
"101";0,238315686583519;0,181856982033064
"102";0,904887795448303;1
"103";0,144277140498161;0,155877707720793
"104";0,148579895496368;0,118558273986499
"105";0,707018733024597;0,59917484876351
"106";0,47050353884697;0,402268444253838
"107";0,452261328697205;0,403505552554422
"108";0,537976861000061;0,630721110428411
"109";0,188294023275375;0,230928944622909
"110";0,482606619596481;0,520618471676405
"111";0,417883634567261;0,328866685085835
"112";0,903688609600067;1
"113";0,428761661052704;0,479793897757123
"114";0,122170127928257;0,0676306489457775
"115";0,270841628313065;0,316083232646463
"116";0,247099414467812;0,269691671374551
"117";0,279977411031723;0,183918829200704
"118";0,538719534873962;0,49237116547973
"119";0,696635663509369;0,583092440855914
"120";0,523971974849701;0,629484002127826
"121";0,744960010051727;0,701030098844953
"122";0,306584775447845;0,468247553618336
"123";0,16262911260128;0,0946408468418687
"124";0,308294296264648;0,292371990218597
"125";0,272334426641464;0,271547333825428
"126";0,232395023107529;0,203918746726818
"127";0,163268968462944;0,110517070032701
"128";0,122392289340496;0,153403491119624
"129";0,15976682305336;0,101238757778318
"130";0,533168017864227;0,446185788924582
"131";0,738373517990112;0,589690351792364
"132";0,525668740272522;0,448453820808986
"133";0,424667924642563;0,4105158329244
"134";0,198991388082504;0,171547746194861
"135";0,927091240882874;1
"136";0,941975653171539;1
"137";0,224705144762993;0,254021632900483
"138";0,235457748174667;0,189073447119806
"139";0,386342585086823;0,31134098416089
"140";0,441255152225494;0,378144832392444
"141";0,31223052740097;0,195258988622727
"142";0,379006713628769;0,386186036346242
"143";0,377811282873154;0,57422649803506
"144";0,158462822437286;0,153815860553152
"145";0,138098031282425;0,219382600484122
"146";0,261142790317535;0,38000049484332
"147";0,656687498092651;0,596700632162342
"148";0,140262275934219;0,126187108506769
"149";0,456676542758942;0,305980181525025
"150";0,337885677814484;0,293609098519181
