"";"pred";"obs"
"1";0,209687054157257;0,188248708252749
"2";0,339517414569855;0,331340901687003
"3";0,818998634815216;0,688040461688818
"4";0,100824877619743;0,0816512096857333
"5";0,767606496810913;0,793813221388778
"6";0,13730277121067;0,203094007859761
"7";0,266898632049561;0,261650467420753
"8";0,284155815839767;0,270104040808079
"9";0,257125407457352;0,273815365709832
"10";0,53266054391861;0,522061764693754
"11";0,842170119285583;1
"12";0,526836276054382;0,439381693271368
"13";0,40383505821228;0,411134387074692
"14";0,157741114497185;0,118970643420027
"15";0,449529439210892;0,53608232543371
"16";0,116187676787376;0,178558026564839
"17";0,346358716487885;0,355670698265162
"18";0,418143182992935;0,347010940161071
"19";0,67954283952713;0,688452831122346
"20";0,438505232334137;0,347629494311364
"21";0,0975299030542374;0,0661873559284292
"22";0,694551408290863;0,489278394728269
"23";0,408068031072617;0,274021550426596
"24";0,192837029695511;0,179176580715131
"25";0,452603489160538;0,416701374427322
"26";0,128145456314087;0,110310885315937
"27";0,542176246643066;0,64391693230131
"28";0,605318665504456;0,812576030614307
"29";0,221305325627327;0,270516410241607
"30";0,509872674942017;0,414020973109389
"31";0,240853399038315;0,300619378889159
"32";0,291949927806854;0,238351594426415
"33";0,464618146419525;0,489072210011505
"34";0,292387634515762;0,360000577317207
"35";0,484672278165817;0,449690929109571
"36";0,411079585552216;0,329897608669655
"37";0,457346230745316;0,343918169409611
"38";0,133096724748611;0,07690896120016
"39";0,118839234113693;0,107630483998004
"40";0,106675185263157;0,143712809431714
"41";0,885489463806152;1
"42";0,123539924621582;0,246186613663449
"43";0,217460349202156;0,211959950680616
"44";0,205076515674591;0,201032160692121
"45";0,28406634926796;0,305773996808261
"46";0,21182008087635;0,154846784136973
"47";0,0990109741687775;0,124331446055893
"48";0,144524231553078;0,182475536183356
"49";0,260491222143173;0,188248708252749
"50";0,115996457636356;0,0934037385412844
"51";0,120831906795502;0,0680430183793057
"52";0,74490088224411;0,999997938152832
"53";0,619965314865112;0,550309070890429
"54";0,676978349685669;0,715256844301673
"55";0,432268440723419;0,27979472249599
"56";0,588545441627502;0,512989637156135
"57";0,58681184053421;0,562886338613037
"58";0,119506746530533;0,0783522542175084
"59";0,27214589715004;0,317526525663812
"60";0,596030652523041;0,793813221388778
"61";0,938038170337677;1
"62";0,939041793346405;1
"63";0,146829426288605;0,147630319050231
"64";0,237474799156189;0,25690821893518
"65";0,282059580087662;0,278969983628933
"66";0,275628119707108;0,280207091929518
"67";0,801257610321045;1
"68";0,442961633205414;0,525154535445215
"69";0,155648455023766;0,139176745662904
"70";0,428942233324051;0,377113908808623
"71";0,403977185487747;0,4237116547973
"72";0,42063695192337;0,278351429478641
"73";0,54607880115509;0,471752693803325
