SalidaEsperada      SalidaProducida
106300.00000        151216.35185
175700.00000        186856.44224
348700.00000        336249.00105
54600.00000        182242.34834
400000.00000        278223.65683
113500.00000        213575.98100
141900.00000        230599.23440
146000.00000        212724.31438
147800.00000        218682.08510
268200.00000        212849.13769
500001.00000        224654.99648
228100.00000        186973.62111
214400.00000        222185.55115
72700.00000        172979.53353
275000.00000        235673.69483
101600.00000        215118.27359
187500.00000        163804.26025
183300.00000        249098.50796
348900.00000        223515.90872
183600.00000        218644.09216
47100.00000        155489.62819
252300.00000        249607.55196
147900.00000        219345.46103
101900.00000        205885.39635
217100.00000        275638.52725
68500.00000        198422.36167
327300.00000        248781.50471
409100.00000        232197.83444
146200.00000        200928.38298
215800.00000        252384.97092
160800.00000        189339.67279
130600.00000        176496.64368
252200.00000        218881.68565
189600.00000        253296.62557
233100.00000        222975.65300
175000.00000        174664.62264
181800.00000        202842.45473
52300.00000        134411.38096
67200.00000        196060.59164
84700.00000        151802.63379
500001.00000        292514.59259
134400.00000        368531.83583
117800.00000        195072.01184
112500.00000        205965.82499
163300.00000        221176.52205
90100.00000        154425.99256
75300.00000        208179.65545
103500.00000        201321.73804
106300.00000        166707.43464
60300.00000        173447.26355
48000.00000        141360.21230
500000.00000        188183.03781
281900.00000        245073.12058
361900.00000        252146.79834
150700.00000        177886.55644
263800.00000        237162.72795
288000.00000        262763.04620
53000.00000        132367.88058
169000.00000        220007.93040
400000.00000        248070.96962
500001.00000        281559.58945
500001.00000        366727.33657
86600.00000        203030.28290
139600.00000        202732.01218
150300.00000        227648.07667
150900.00000        205928.28342
500001.00000        244012.35224
269700.00000        203158.39642
82500.00000        190185.89531
197900.00000        266201.66732
220500.00000        234808.88623
150000.00000        154974.82889
243800.00000        184708.97074
196200.00000        227731.23179
276600.00000        330016.32605
131000.00000        148291.40723
222100.00000        238102.68354
152100.00000        227264.20542
63800.00000        183288.41257
93100.00000        184834.78272
148100.00000        173933.36354
500001.00000        313525.87348
258000.00000        240024.17623
109700.00000        210019.22480
295200.00000        247590.02112
129700.00000        178856.28400
336900.00000        269813.06314
379500.00000        268567.14282
67700.00000        135862.16263
122100.00000        119238.44646
123200.00000        199076.40304
402900.00000        242126.67717
153200.00000        166349.68662
181900.00000        143155.66840
97900.00000        204536.85446
101200.00000        201133.23550
60400.00000        118696.35337
290600.00000        202010.81703
353600.00000        258524.40634
137500.00000        201455.06596
124200.00000        237663.46691
118800.00000        158822.48524
220900.00000        254874.91535
73400.00000        191118.54879
92900.00000        214134.02277
238000.00000        220438.35658
314900.00000        269447.39006
221200.00000        219042.98619
484600.00000        301131.91901
181600.00000        253327.68602
260300.00000        238550.72768
55100.00000        178710.80141
65800.00000        190053.41296
172600.00000        229191.91290
130000.00000        220806.24497
461200.00000        226411.96870
191800.00000        154150.63955
151400.00000        218192.04848
316600.00000        185331.99544
198100.00000        238957.16527
157700.00000        223696.66026
232500.00000        250868.07410
190300.00000        184494.45352
155000.00000        224080.16124
58800.00000        187836.76227
94600.00000        143613.69869
84100.00000        169645.26231
57000.00000        165942.13083
183100.00000        254654.29567
193800.00000        158623.58732
426900.00000        266609.69243
108700.00000        163932.70990
500001.00000        322952.69775
