"";"pred";"obs"
"1";0,220543295145035;0,304124519074148
"2";0,869488179683685;0,991544364765506
"3";0,640111207962036;0,493195904346786
"4";0,456965178251266;0,567010032948318
"5";0,269913166761398;0,249691753848438
"6";0,66670036315918;0,381443787860669
"7";0,277744501829147;0,318145079814104
"8";0,413871914148331;0,305773996808261
"9";0,164329290390015;0,202887823142997
"10";0,137890666723251;0,146187026032882
"11";0,105703100562096;0,099589280044206
"12";0,112856432795525;0,132578834726455
"13";0,128144532442093;0
"14";0,108356900513172;0,095877955142453
"15";0,307586222887039;0,301237933039451
"16";0,240529298782349;0,251753601016078
"17";0,161125272512436;0,102475866078903
"18";0,367319285869598;0,36371190221896
"19";0,18988673388958;0,193815695605379
"20";0,473816245794296;0,446185788924582
"21";0,51993054151535;0,5
"22";0,233452722430229;0,278351429478641
"23";0,575842440128326;0,446804343074874
"24";0,388316631317139;0,407216877456175
"25";0,438107043504715;0,444948680623997
"26";0,95942211151123;1
"27";0,348414123058319;0,309279136993249
"28";0,656379282474518;0,678349780000907
"29";0,171984627842903;0,271134964391899
"30";0,293962776660919;0,295464760970058
"31";0,140455067157745;0,136702529061736
"32";0,39420223236084;0,352577927513701
"33";0,327597111463547;0,323093513016441
"34";0,178371369838715;0,21979496991765
"35";0,216177776455879;0,304124519074148
"36";0,707863867282867;0,575669791052408
"37";0,581157863140106;0,674844639815918
"38";0,374670565128326;0,363093348068668
"39";0,288986504077911;0,31134098416089
"40";0,393599390983582;0,406598323305883
"41";0,173687055706978;0,211753765963852
"42";0,943025827407837;1
"43";0,166291624307632;0,144949917732298
"44";0,394052088260651;0,352165558080173
"45";0,354732424020767;0,346804755444307
"46";0,134969308972359;0,178970395998367
"47";0,485856652259827;0,488866025294741
"48";0,572419583797455;0,635050989480456
"49";0,148001611232758;0,15113545923522
"50";0,239823237061501;0,205774409177694
"51";0,355691313743591;0,351340819213117
"52";0,392573803663254;0,41814466744467
"53";0,362794727087021;0,427010610265525
"54";0,309156984090805;0,416701374427322
