"";"pred";"obs"
"1";0,370978206396103;0,389072622380939
"2";0,510295152664185;0,483299037942112
"3";0,765956580638885;1
"4";0,521733105182648;0,461237273248358
"5";0,366986989974976;0,407216877456175
"6";0,328939825296402;0,361443870334555
"7";0,299906402826309;0,252578339883134
"8";0,116568773984909;0,158351924321962
"9";0,152172282338142;0,192372402588031
"10";0,458961188793182;0,45319606929456
"11";0,419593930244446;0,366804672970421
"12";0,308549433946609;0,287835926449788
"13";0,444042831659317;0,417938482727906
"14";0,35394150018692;0,320619296415273
"15";0,377176105976105;0,284330786264799
"16";0,595880687236786;0,770926717827968
"17";0,633641541004181;0,561236860878924
"18";0,274584949016571;0,228660912738504
"19";0,299357622861862;0,319382188114688
"20";0,264671862125397;0,343299615259319
"21";0,399194836616516;0,353815035814285
"22";0,38898429274559;0,438556954404312
"23";0,133126839995384;0,480618636624179
"24";0,895555138587952;0,983915530245236
"25";0,427936553955078;0,281031830796574
"26";0,333228647708893;0,287835926449788
"27";0,119138404726982;0,145980841316118
"28";0,38600754737854;0,373196399190106
"29";0,211349591612816;0,159382847905782
"30";0,472714334726334;0,461649642681886
"31";0,651370227336884;0,654432352856277
"32";0,291758090257645;0,281031830796574
"33";0,205554023385048;0,270928779675135
"34";0,491229295730591;0,46391767456629
"35";0,0861102789640427;0,088042935905419
"36";0,556014239788055;0,672576607931514
"37";0,303910285234451;0,206186778611222
"38";0,316939920186996;0,273402996276304
"39";0,250565081834793;0,28185656966363
"40";0,343704432249069;0,334433672438464
"41";0,442489951848984;0,56206159974598
"42";0,311653465032578;0,272578257409248
"43";0,332842230796814;0,221650632368526
"44";0,814356088638306;1
"45";0,413409411907196;0,354433589964577
"46";0,323176920413971;0,388247883513882
"47";0,369765818119049;0,421649807629659
"48";0,19657951593399;0,190929109570682
"49";0,590362846851349;0,53608232543371
"50";0,510585427284241;0,464330043999819
"51";0,341464549303055;0,323093513016441
"52";0,227775529026985;0,164949835258411
"53";0,255965381860733;0,179588950148659
"54";0,593053460121155;0,708865118081987
"55";0,3464035987854;0,209279549362683
"56";0,803990364074707;0,920410637481907
"57";0,116660930216312;0,121032490587668
"58";0,76237964630127;0,641030346266613
"59";0,371233195066452;0,370103628438646
"60";0,145958214998245;0,16742405185958
"61";0,447482705116272;0,398144749918557
"62";0,157181322574615;0,136702529061736
"63";0,284645020961761;0,292371990218597
"64";0,270851582288742;0,240413441594055
"65";0,449815630912781;0,618350027422567
"66";0,399307757616043;0,403917921987951
"67";0,201762527227402;0,297526608137698
"68";0,539205551147461;0,304124519074148
"69";0,35004523396492;0,302887410773564
"70";0,699886739253998;1
